vehicle_name,vehicle_type,track_type,average_speed,fuel_consumption,total_steering,total_throttle,total_brake,velocity,lap time,mass,drag_coefficient,center_of_mass_x,center_of_mass_z,max_rpm,clutch_strength,gear_switch_time,front_left_wheel_radius,front_left_wheel_max_brake_torque,front_left_wheel_lat_stiff_max_load,front_left_wheel_lat_stiff_value,front_left_wheel_long_stiff_value,rear_right_wheel_radius,rear_right_wheel_max_brake_torque,rear_right_wheel_max_handbrake_torque,rear_right_wheel_lat_stiff_max_load,rear_right_wheel_lat_stiff_value,rear_right_wheel_long_stiff_value
vehicle.audi.tt,Car,easy,13.81425071,0.005380814,171.8893296,37.5527543,5.756017012,3.532315858,43.23068153,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,easy,13.8260856,0.001620822,188.9740151,38.83304129,1.225022711,4.265146427,45.06793174,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.dodge.charger_2020,Car,easy,13.84147268,0.007124994,172.717915,42.54702885,4.402779266,4.628958734,43.22541077,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.ford.ambulance,Van,easy,14.17688529,0.007568563,214.8455177,47.26315105,0.330608018,4.55684573,45.72108553,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.lincoln.mkz_2020,Car,easy,14.36099466,0.005406787,185.7717265,38.89497975,1.728608786,4.812972962,43.73588225,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.mini.cooper_s_2021,Car,easy,14.45045244,0.004812546,192.8055409,41.80829812,7.559222413,3.465051077,44.18067418,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.toyota.prius,Car,easy,14.33135645,0.005745726,171.8391963,42.59700863,0.936794912,3.497401949,44.33676518,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.carlamotors.carlacola,Truck,easy,14.48617571,0.019779672,243.5249733,45.70905104,0.74226869,7.041604069,53.99863783,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.vespa.zx125,Motorcycle,easy,14.67754072,0.001856195,250.0974797,40.24605422,1.346391588,6.269339161,50.32075179,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.nissan.patrol_2021,Car,easy,14.76982883,0.005672499,175.7588976,48.89959981,3.144341279,4.870383452,43.88210175,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.mercedes.sprinter,Van,easy,14.97022092,0.012518663,175.5055698,53.38998319,1.636654971,4.98070143,44.5080884,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.volkswagen.t2_2021,Van,easy,15.03902068,0.005196251,299.1274345,40.36429612,1.288604558,3.97305556,45.93656255,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.tesla.cybertruck,Truck,easy,15.32928119,0.00774942,133.8384847,55.12514602,8.202857801,6.804699851,42.97296434,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.ford.mustang,Car,easy,15.52146721,0.004143036,190.4662394,47.44398238,0.803896628,5.028143737,44.00074854,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.carlamotors.firetruck,Truck,easy,15.53837646,0.028326577,296.9771147,72.75335198,0.978493594,9.723925033,45.72217689,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.kawasaki.ninja,Motorcycle,easy,13.6010928,0.001814272,270.6979258,54.09327181,11.54845616,3.496154005,47.57524239,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.yamaha.yzf,Motorcycle,easy,14.42416684,0.003655803,281.1776401,54.36420948,14.73871687,5.9921395,48.83803022,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,easy,14.940905,0.001613963,269.8420092,53.74299439,13.22272949,4.328694317,47.51769702,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.yamaha.yzf,Motorcycle,easy,15.10393392,0.003523103,281.5631099,57.32875892,18.5496872,5.155408974,49.40202518,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,easy,14.96578985,0.002218764,240.2856068,47.76827632,9.339983774,3.72449916,47.50020852,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.yamaha.yzf,Motorcycle,easy,15.06616575,0.003650501,266.8189722,56.75169234,16.03648802,5.718008713,48.64389249,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.yamaha.yzf,Motorcycle,easy,12.10103588,0.00024695,277.990346,58.31200185,20.1432636,4.262978147,49.69009317,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.carlamotors.carlacola,Truck,easy,11.93863896,0.011926453,233.4922127,42.87657633,2.384637207,3.444801389,45.42147506,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.mini.cooper_s_2021,Car,easy,13.02669112,0.005442294,194.9282116,45.72339019,7.044288229,4.445408776,43.6911465,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.mercedes.sprinter,Van,easy,13.74699304,0.013246237,170.8860886,53.06995071,1.991712298,59.61392809,43.71196986,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.ford.ambulance,Van,easy,14.41616916,0.009340149,380.6126775,89.66078464,5.759481533,4.258122367,85.48040172,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,easy,14.28073527,0.000546459,227.2957818,46.73636063,10.17876738,4.66504374,45.99059846,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.carlamotors.firetruck,Truck,easy,14.20812501,0.026415975,291.8895375,73.7702191,1.554883614,4.342904078,45.61962655,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.ford.mustang,Car,easy,14.00801184,0.005460328,191.4897597,48.8611535,2.401836377,4.819213953,43.75671803,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.volkswagen.t2_2021,Van,easy,14.04868782,0.005655069,302.457503,43.97194448,1.288604558,3.733700633,45.93764871,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.vespa.zx125,Motorcycle,easy,14.06055267,0.003421546,270.9639469,34.00803121,1.417863232,4.307282019,45.27121105,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.lincoln.mkz_2020,Car,easy,14.42152267,0.007543849,181.0222938,41.63218415,3.476632822,3.599679568,43.28406788,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.toyota.prius,Car,easy,14.32377564,0.003537021,172.7459671,45.68647711,3.238417619,3.038906679,43.49636371,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,easy,14.43214564,0.004308131,312.8331299,69.69073103,7.276197769,3.677341238,84.50887412,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.audi.tt,Car,easy,14.52423523,0.002611059,174.868793,41.20029554,3.148913709,4.47969068,42.79751052,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.nissan.patrol_2021,Car,easy,14.78510806,0.008987912,173.8468127,48.30636727,3.174182966,3.525774188,43.07819563,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.yamaha.yzf,Motorcycle,easy,14.7861185,0.000450991,257.4479663,48.64660693,13.72937867,6.415199851,47.32822308,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.dodge.charger_2020,Car,easy,13.31417304,0.002553923,167.8605284,42.11087466,7.514805712,3.973236593,42.4819682,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.nissan.patrol_2021,Car,easy,13.93325215,0.008385617,163.3764268,47.68526835,6.10840122,4.549888244,43.13391083,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.yamaha.yzf,Motorcycle,easy,14.80533655,0.000349261,278.4463361,58.18814067,13.78362831,5.369751575,47.02432751,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.carlamotors.carlacola,Truck,easy,14.5306789,0.011978456,250.9270379,50.42979457,2.849264905,7.76740153,44.82473576,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.mini.cooper_s_2021,Car,easy,14.76906838,0.005390345,191.7545103,43.87731258,6.606173755,4.263306725,42.74537651,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.mercedes.sprinter,Van,easy,15.16282776,0.016603791,256.4385379,85.48320812,7.832108859,4.863938406,80.84947135,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.ford.ambulance,Van,easy,15.63025099,0.0031792,246.6187353,54.70610165,1.634486709,5.429404272,44.75706437,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,easy,16.02630901,0.002049301,255.7676452,51.8839947,10.00092776,4.293956847,46.42817973,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.carlamotors.firetruck,Truck,easy,16.56729475,0.027422919,294.0560838,75.30242976,2.080575828,6.43223551,45.23992364,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.ford.mustang,Car,easy,16.34048861,0.003326234,159.4989858,40.53936034,4.020716034,4.093484959,42.85297636,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.volkswagen.t2_2021,Van,easy,16.18207523,0.005282963,248.0280086,40.6254808,1.678976506,4.082735612,45.70432475,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.vespa.zx125,Motorcycle,easy,16.06319229,0.002487064,286.6704314,59.08925669,2.06189014,6.2857879,46.66640211,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.lincoln.mkz_2020,Car,easy,16.17852825,0.006922675,183.0848155,44.05985579,8.224989532,5.070673527,42.23086254,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.toyota.prius,Car,easy,15.97083459,0.004414322,174.46658,44.79880811,2.950416604,3.983868771,43.16906993,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.80850601,0.003830294,222.3033784,42.22878035,3.617203823,3.34843257,44.33041518,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.audi.tt,Car,easy,15.81838433,0.005410646,172.4249898,39.65404847,7.396451645,4.126656912,41.87289791,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.dodge.charger_2020,Car,easy,15.87778438,0.007907731,179.4369534,45.4344677,16.00254491,3.940984229,42.22104228,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.nissan.patrol_2021,Car,easy,15.78974909,0.006776269,173.5103753,49.37876404,9.560522694,3.725515268,42.7738561,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.toyota.prius,Car,easy,13.24738552,0.001884146,172.3155474,42.6476512,2.973335858,3.018425155,42.74903441,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.vespa.zx125,Motorcycle,easy,14.65894254,0.003184808,278.0987867,38.08779308,1.987789264,5.218584436,45.33678906,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.vespa.zx125,Motorcycle,easy,17.00127987,0.004127754,552.0500903,136.5459811,2.774493875,4.032368007,88.36480643,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.ford.ambulance,Van,easy,17.02100678,0.004522434,254.7333706,57.11876542,4.100904658,6.151029357,45.02133189,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.volkswagen.t2_2021,Van,easy,16.50446845,0.003719244,296.9357725,44.54126585,3.242920563,3.628084244,45.32174396,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.ford.mustang,Car,easy,16.22296185,0.005911788,189.4018284,48.83877123,3.659051549,5.461654313,42.85110086,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.mercedes.sprinter,Van,easy,16.19879426,0.01176311,175.5478645,53.57485543,5.073975011,5.001310914,42.94806726,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.mini.cooper_s_2021,Car,easy,16.24625471,0.005236677,196.355711,43.95383158,6.351958795,7.621536522,42.7994241,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.carlamotors.carlacola,Truck,easy,15.89481946,0.010830113,246.0542573,49.41020386,3.286114797,4.180438046,44.56921012,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.audi.tt,Car,easy,15.83871078,0.005293577,167.7731341,38.13678722,7.205874358,4.846663394,41.99647476,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.58017944,0.003032504,217.15454,45.28852626,7.050886288,4.409295522,44.78647182,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.mercedes.sprinter,Van,easy,15.48630323,0.011944186,161.2843694,50.51785584,3.710927129,4.247410368,42.79963608,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.mini.cooper_s_2021,Car,easy,15.48885783,0.005636677,200.8257334,45.55050552,10.27966379,3.51529844,43.30709676,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.lincoln.mkz_2020,Car,easy,15.6982678,0.00679513,156.1046236,37.94863089,10.70342539,4.586615209,42.1990995,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.yamaha.yzf,Motorcycle,easy,15.71903487,0.001550888,245.7851349,49.52244166,13.80588267,6.363289231,46.73940768,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.dodge.charger_2020,Car,easy,15.67895617,0.005342274,159.1368668,42.90845274,10.72956872,4.465656918,42.33112726,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.volkswagen.t2_2021,Van,easy,12.23813951,0.001479815,296.2051236,39.99702728,2.799999952,4.771584375,44.98819103,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,easy,11.94205011,0.000270442,252.6822077,51.84178997,5.508509537,7.583340316,45.38484896,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.lincoln.mkz_2020,Car,easy,14.53200328,0.007251962,184.5808456,45.93565613,10.77929115,5.305929679,42.29826662,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.volkswagen.t2_2021,Van,easy,14.24592942,0.003969892,270.746906,42.49748775,2.799999952,3.900641407,45.26939465,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.mercedes.sprinter,Van,easy,14.32442498,0.010705959,175.3301645,53.18878623,4.316694267,3.842474155,43.08262703,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.carlamotors.carlacola,Truck,easy,14.10387758,0.012437265,243.9403701,47.42472462,2.331214428,3.773957533,44.39121469,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.dodge.charger_2020,Car,easy,14.32819329,0.007488159,169.039279,44.04003248,3.510204691,3.391280365,41.86417556,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.carlamotors.carlacola,Truck,easy,14.14738981,0.012569736,241.3240006,45.85709136,3.094098464,3.063934409,44.09370483,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.nissan.patrol_2021,Car,easy,14.19903328,0.008077102,163.5666186,49.02335033,4.628722176,4.078864288,42.40435397,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.mercedes.sprinter,Van,easy,14.75539381,0.012763418,170.5569125,54.45144234,3.645920732,3.846339882,43.03755165,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.ford.mustang,Car,easy,14.81811793,0.003932435,162.7465865,42.5937178,3.741888035,5.899890344,43.46114748,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.volkswagen.t2_2021,Van,easy,14.59010883,0.004263428,297.2630069,40.4835085,1.517667204,3.457632939,45.44209503,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.dodge.charger_2020,Car,easy,14.77385385,0.007808537,155.3913062,43.21969264,10.10610666,3.822665383,41.85408653,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.kawasaki.ninja,Motorcycle,easy,14.71687387,0.002184226,269.2118751,51.05643704,11.01914949,3.779496131,46.51589575,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.nissan.patrol_2021,Car,easy,14.87942031,0.008869068,167.2186385,50.20549783,7.185046886,3.640659637,42.62348707,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.carlamotors.firetruck,Truck,easy,15.09965208,0.02840112,297.8091089,76.90870737,2.231059097,4.549577054,44.88522582,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.lincoln.mkz_2020,Car,easy,15.22508257,0.005052052,184.7299387,41.2612013,7.146266162,3.843629474,42.08206528,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.toyota.prius,Car,easy,15.21937186,0.004636884,166.3432185,43.73776211,3.555108331,4.156709361,43.19467603,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.mini.cooper_s_2021,Car,easy,15.29478748,0.005123581,193.2105043,44.87506852,4.124900371,5.621282148,42.89750651,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.audi.tt,Car,easy,15.28227927,0.004335389,176.608149,41.91417964,7.689329501,3.570548668,42.23754372,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.mini.cooper_s_2021,Car,easy,15.27732288,0.005310627,183.3615948,42.43254932,12.89822804,26.13088671,43.37925589,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.kawasaki.ninja,Motorcycle,easy,15.13531357,0.002885367,273.4723462,53.19991704,11.89994795,4.343916957,46.93274226,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.lincoln.mkz_2020,Car,easy,15.40940003,0.008198434,193.1900261,58.63189671,9.213963006,5.907948055,42.81023942,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.audi.tt,Car,easy,15.3625982,0.002908619,177.23544,41.21273004,5.827881543,2.811456861,42.0675544,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.vespa.zx125,Motorcycle,easy,19.49031648,0.002850261,256.813937,32.69474255,1.563901428,3.459603379,47.5416444,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.carlamotors.carlacola,Truck,easy,17.26349793,0.009382814,218.8448917,40.79312281,3.352247745,3.847534825,44.29803806,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,easy,16.60290559,0.002656453,205.1450385,43.91214502,6.294007335,5.145818418,44.59972668,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.99276298,0.003137429,205.8635514,44.07728267,3.813197504,42.2583428,44.46812348,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.ford.mustang,Car,easy,16.3130024,0.005796787,189.4600851,49.03379705,3.470033382,3.274386943,42.98323766,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.nissan.patrol_2021,Car,easy,15.95132547,0.006761561,170.3616865,48.687253,13.70602654,3.076253582,42.45123309,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.7679163,0.003393297,213.212423,43.34624687,4.044781151,4.351619548,44.06841611,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.dodge.charger_2020,Car,easy,15.87148424,0.006911709,170.5924161,46.21053441,6.864298884,32.01911959,41.93694618,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.carlamotors.firetruck,Truck,easy,15.84095643,0.027909995,275.754587,71.61122652,2.860782875,5.333103972,44.89588955,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.ford.ambulance,Van,easy,15.66185655,0.005524546,265.6407129,60.89221074,3.808730878,3.547252235,45.89830452,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.ford.ambulance,Van,easy,15.65853504,0.006158863,249.5491623,56.06597265,2.523818929,3.296134362,44.88233433,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,easy,15.48396521,0.002488706,273.5587949,53.13785108,16.390388,5.957975303,47.38365629,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.vespa.zx125,Motorcycle,easy,15.49276657,0.002969809,269.4173327,29.84438024,0.528415358,5.215183985,44.03416283,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.carlamotors.firetruck,Truck,easy,15.45459839,0.026468383,290.8016376,74.85891866,3.779635709,6.552222199,44.89611368,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.yamaha.yzf,Motorcycle,easy,15.32174831,0.002516962,281.6283772,56.57288221,21.76094143,1.71714335,48.15799853,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.nissan.patrol_2021,Car,easy,15.27668208,0.007767446,169.9723356,50.33440183,3.750134531,7.937304169,42.50159209,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
