vehicle_name,vehicle_type,track_type,average_speed,fuel_consumption,total_steering,total_throttle,total_brake,velocity,lap time,mass,drag_coefficient,center_of_mass_x,center_of_mass_z,max_rpm,clutch_strength,gear_switch_time,front_left_wheel_radius,front_left_wheel_max_brake_torque,front_left_wheel_lat_stiff_max_load,front_left_wheel_lat_stiff_value,front_left_wheel_long_stiff_value,rear_right_wheel_radius,rear_right_wheel_max_brake_torque,rear_right_wheel_max_handbrake_torque,rear_right_wheel_lat_stiff_max_load,rear_right_wheel_lat_stiff_value,rear_right_wheel_long_stiff_value
vehicle.kawasaki.ninja,Motorcycle,easy,15.41222368,0.014045479,249.4634846,50.59697236,5.564534017,5.452714235,47.68774576,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.mini.cooper_s_2021,Car,easy,15.19742426,0.009647452,241.9998034,52.83247552,4.263517093,5.136657688,48.00707111,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.lincoln.mkz_2020,Car,easy,15.35112684,0.012454917,233.3292703,51.63264425,5.018046868,5.244484628,47.02168298,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.34500997,0.008953148,244.6151067,50.57086265,4.728704576,4.831052756,47.71040891,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.dodge.charger_2020,Car,easy,15.43205213,0.016481968,234.0778799,50.99619256,5.471044101,4.933577877,46.95267899,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.toyota.prius,Car,easy,15.1324275,0.009722116,227.3494186,54.16988806,4.310251871,6.093373101,47.48261382,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.lincoln.mkz_2020,Car,easy,15.29447907,0.010955554,246.9046045,53.3579644,5.58013922,4.605137728,47.82232341,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.yamaha.yzf,Motorcycle,easy,15.32165526,0.009165868,247.4281156,49.47872345,5.116466025,5.124734086,48.52957446,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.carlamotors.carlacola,Truck,easy,14.9466549,0.018683742,238.7577791,52.99695228,4.761759688,6.065914329,46.96185689,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.mini.cooper_s_2021,Car,easy,15.52290679,0.003745702,239.7176204,48.21240189,5.599652412,5.671408179,47.3424586,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.lincoln.mkz_2020,Car,easy,15.33651519,0.014703656,230.4918911,48.29316953,5.408867227,5.371499178,47.42726895,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.vespa.zx125,Motorcycle,easy,15.29558501,0.017779908,242.1822203,52.46726992,5.017813184,5.381693495,47.58159991,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.mercedes.sprinter,Van,easy,15.65255301,0.021481575,236.9739165,50.071881,4.681469372,5.944944433,48.700318,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.audi.tt,Car,easy,15.11729804,0.00781754,254.5729509,50.71385783,4.687921743,6.37352166,47.38891876,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.mercedes.sprinter,Van,easy,15.341004,0.014983658,232.887941,50.86190215,4.591166427,5.103572545,47.03155381,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.dodge.charger_2020,Car,easy,14.95237437,0.010593997,228.4614027,51.66938461,5.030902525,6.081165385,47.93857888,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.mercedes.sprinter,Van,easy,14.96061963,0.012433394,224.7364355,49.78716098,4.510966038,5.478772544,47.54362327,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.mercedes.sprinter,Van,easy,15.54485082,0.008079261,228.7585892,50.50042779,5.115780064,6.089163387,46.84637347,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.tesla.cybertruck,Truck,easy,15.48256354,0.012281362,243.4764713,52.2470603,5.073947184,6.367615646,47.55108694,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.mercedes.sprinter,Van,easy,15.46421466,0.019059915,234.5175134,50.86671114,5.203714817,5.989798719,47.50240018,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.ford.mustang,Car,easy,15.55324452,0.011192377,231.7616872,54.99182499,5.372993664,5.600579174,46.49851999,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.lincoln.mkz_2020,Car,easy,15.35901392,0.008606221,231.9730284,49.45195804,4.944423121,5.121288583,46.97238086,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.kawasaki.ninja,Motorcycle,easy,15.73427398,0.013017428,234.2751415,51.95913556,4.045026511,5.655849525,47.50650689,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.carlamotors.carlacola,Truck,easy,15.55137608,0.019813251,246.0100643,52.02358434,5.166703133,5.646341033,47.94059763,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.ford.mustang,Car,easy,15.42316207,0.009158631,235.8922908,52.44422595,4.172433386,6.591879835,48.15554688,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.yamaha.yzf,Motorcycle,easy,15.40699411,0.008694314,226.2400539,51.77059153,5.157749962,4.249435557,47.14793797,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.tesla.cybertruck,Truck,easy,15.43469067,0.020225334,228.321882,53.89203359,5.05364007,5.748005021,47.63028492,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.mercedes.sprinter,Van,easy,15.03511675,0.019176248,233.754606,50.5750621,5.734376447,5.116965187,47.89599464,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.lincoln.mkz_2020,Car,easy,15.47356493,0.007352464,239.5535637,50.61136397,4.545886052,6.188733698,47.06332391,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.volkswagen.t2_2021,Van,easy,15.08140791,0.012885781,231.8537734,51.80687773,4.612861547,5.72237792,48.56609537,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.vespa.zx125,Motorcycle,easy,15.51296091,0.015270982,217.411225,50.55890564,4.552140393,6.421514628,47.03350537,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.ford.ambulance,Van,easy,15.25177371,0.010147313,246.8747474,55.38328484,4.89613838,6.061561816,46.52516001,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,easy,15.46873277,0.011267492,245.9627019,47.73244315,4.972419246,7.127453509,47.16091787,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.toyota.prius,Car,easy,15.33211792,0.016763007,230.6464274,48.63591195,5.52765577,6.043920944,47.18855189,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.volkswagen.t2_2021,Van,easy,15.09939806,0.01950847,248.029586,52.97332448,4.152402779,5.340029538,47.18829787,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.dodge.charger_2020,Car,easy,15.11286214,0.016815308,241.8480655,51.6488884,4.773313072,6.154762869,47.05697187,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.volkswagen.t2_2021,Van,easy,15.15023891,0.010189049,234.7673276,50.97519339,4.990655169,5.200030691,47.01105378,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.nissan.patrol_2021,Car,easy,15.51503289,0.018109641,236.1348595,51.1783443,4.826170525,6.174461971,46.45391504,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.toyota.prius,Car,easy,15.11908377,0.019519648,244.0875344,50.17728323,5.51107668,5.931791616,47.32935391,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.kawasaki.ninja,Motorcycle,easy,15.31719588,0.02341578,229.0354713,51.39507133,5.073603296,5.891680908,47.45158887,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.carlamotors.firetruck,Truck,easy,15.27277014,0.017698121,211.6907121,50.73056521,5.115860841,5.979038412,47.92959034,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.mercedes.sprinter,Van,easy,15.33200591,0.017025197,250.0178648,52.99498837,5.041572413,7.508191582,47.22534496,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.lincoln.mkz_2020,Car,easy,15.62691876,0.022095731,236.4830714,50.44946484,5.48536357,6.295187921,47.00832807,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.mini.cooper_s_2021,Car,easy,15.45933748,0.008880258,246.7908116,52.22532158,4.72442789,6.869487295,47.94260484,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.volkswagen.t2_2021,Van,easy,15.0277207,0.015175072,246.5708611,50.32372714,4.660711503,5.982438476,48.00088726,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.volkswagen.t2_2021,Van,easy,15.44454624,0.010662845,249.5783163,50.07409828,4.609374949,5.020414087,47.09095283,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.mercedes.sprinter,Van,easy,15.69490685,0.011517157,245.2421774,52.61679184,5.418030164,5.036916235,48.33207744,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.1816856,0.02030832,238.2744394,54.65365349,5.077350313,6.746840913,46.96852026,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.nissan.patrol_2021,Car,easy,15.40477265,0.00729704,227.2139507,52.10778229,4.187771806,5.822255224,48.42238623,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.volkswagen.t2_2021,Van,easy,15.36470165,0.011881667,224.2557195,52.5929198,5.53982468,6.0641596,47.10968407,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.ford.ambulance,Van,easy,15.34389296,0.016641935,229.7071647,53.77404999,4.600633469,5.704018725,47.45210844,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,easy,15.1696683,0.00967772,226.8491233,51.93000419,5.217624134,5.407409989,46.38689975,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.volkswagen.t2_2021,Van,easy,15.03133163,0.015500661,218.4335435,53.31305162,5.170673849,6.403784161,48.1102146,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.mini.cooper_s_2021,Car,easy,14.91102902,0.020049133,246.3018504,51.55910266,5.023898072,6.602406063,48.2080451,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.nissan.patrol_2021,Car,easy,15.34452662,0.006814873,246.4972182,53.20830328,5.946895231,5.929864823,48.11696335,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.mercedes.sprinter,Van,easy,15.22282939,0.014013872,236.3242098,52.14042366,5.208131954,6.031134557,47.28210766,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.nissan.patrol_2021,Car,easy,15.39012174,0.011766431,242.1833464,51.45252853,4.735400644,6.936415561,46.96493632,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.carlamotors.carlacola,Truck,easy,15.06146461,0.00785217,242.332102,50.99957592,5.631493197,6.524652023,47.1257842,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.yamaha.yzf,Motorcycle,easy,15.42502187,0.009402009,252.0924362,48.84022279,5.341370535,5.389383462,47.73465404,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.tesla.cybertruck,Truck,easy,15.01188352,0.024500663,234.5285577,49.92964102,4.985015328,5.405341233,47.88741397,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.carlamotors.carlacola,Truck,easy,15.40798416,0.014848147,228.051328,53.22486806,5.201054645,4.785459383,47.05013372,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.audi.tt,Car,easy,15.44202054,0.007443354,219.1264912,48.40683086,4.861018378,4.454651043,48.21248055,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.lincoln.mkz_2020,Car,easy,15.61532373,0.016731257,235.4312877,51.94359406,4.17604432,6.169864146,47.06705376,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.mini.cooper_s_2021,Car,easy,15.19415725,0.007056165,228.7551569,53.94256666,5.407813178,6.835277359,47.47737647,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.vespa.zx125,Motorcycle,easy,14.97939869,0.019677344,239.4588467,50.07805305,5.292357595,5.571033205,47.33316553,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.vespa.zx125,Motorcycle,easy,15.21463879,0.020804292,218.9472951,50.73389115,5.701327221,6.239327645,47.81555666,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.audi.tt,Car,easy,15.2944178,0.009764379,227.7764686,50.86846197,4.900494547,7.392627638,47.18918193,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.nissan.patrol_2021,Car,easy,15.29059625,0.012790426,227.4160843,48.28681747,3.908146528,6.856208041,47.51085689,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.carlamotors.firetruck,Truck,easy,15.36263193,0.019845587,233.903475,54.54378517,4.701598825,5.994122454,46.85654182,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.vespa.zx125,Motorcycle,easy,14.94404771,0.012867414,240.7155235,52.65437585,4.394434359,6.423419467,47.34786361,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.11836567,0.013727494,222.7117292,52.2128382,4.945767317,6.674194637,46.90816167,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.lincoln.mkz_2020,Car,easy,15.50319892,0.008796548,232.8945876,49.63843775,5.462195848,6.044936254,47.68211302,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.ford.mustang,Car,easy,15.19065894,0.015745365,238.2732677,49.94505608,4.737865651,5.97325194,47.79059149,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.vespa.zx125,Motorcycle,easy,15.57214118,0.009405494,234.1126317,47.36283253,5.512550727,6.903119706,48.2408912,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.nissan.patrol_2021,Car,easy,15.32545533,0.008390725,232.9169668,54.60463943,4.961509903,7.36747053,46.76261491,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.kawasaki.ninja,Motorcycle,easy,15.23146338,0.015515482,235.4933618,51.23036497,5.645998767,5.068528413,48.12943922,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.ford.ambulance,Van,easy,15.28677329,0.009812745,243.6925574,53.06291192,4.372643048,5.396948271,46.87755838,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.audi.tt,Car,easy,15.30290758,0.008279546,214.4307982,51.18860429,5.351956961,6.700524506,47.30876964,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.carlamotors.carlacola,Truck,easy,15.55782369,0.016310032,238.7680119,54.32423005,4.70687386,5.880628078,47.65826588,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.tesla.cybertruck,Truck,easy,15.54623288,0.022997463,231.0595992,51.84061329,5.261763032,6.268955033,46.62370302,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.ford.mustang,Car,easy,15.04192439,0.018269349,219.2593022,48.96375264,5.903904016,5.527563227,47.68436327,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.toyota.prius,Car,easy,15.46147849,0.016698942,223.9053737,51.6566932,5.119000786,6.144350554,47.80623532,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.05111328,0.015984523,233.7659311,52.50302207,4.908319454,4.831801198,46.54371659,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.ford.ambulance,Van,easy,15.36742669,0.009635834,243.9725702,48.3090305,5.495127333,6.90934496,48.5623744,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.dodge.charger_2020,Car,easy,15.38078599,0.01464745,239.0513506,53.77326137,5.017551512,4.741537165,48.45877433,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.volkswagen.t2_2021,Van,easy,14.94592887,0.011449677,232.8330464,49.3268712,4.762214181,5.738228632,47.42913236,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.volkswagen.t2_2021,Van,easy,15.28321366,0.017542396,237.1363157,53.37035234,5.438521935,6.363675906,47.5236661,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.14848218,0.017738491,226.2471682,51.50862977,5.545946564,6.016088331,46.88510634,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.mercedes.sprinter,Van,easy,15.64544197,0.010811539,242.5837078,52.091179,5.807724365,7.173677593,47.57577771,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.carlamotors.carlacola,Truck,easy,15.540921,0.016317865,236.8095548,52.57153594,6.048847018,6.49231287,47.02172596,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.ford.ambulance,Van,easy,15.20299673,0.015660106,225.1585158,51.76703962,5.428664771,4.856964353,47.54807756,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.4020594,0.017143217,233.7106378,50.23110978,5.217530182,6.05668379,47.8363182,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.yamaha.yzf,Motorcycle,easy,15.32392741,0.020062611,237.8685503,52.76180774,5.188090763,6.161428619,46.84444885,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.ford.mustang,Car,easy,15.11105752,0.019049582,244.575907,51.37283412,5.835550835,5.106317186,47.64346374,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.audi.tt,Car,easy,15.48955653,0.006965726,226.3093832,49.3232741,5.590488921,5.356232727,47.22531628,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.mini.cooper_s_2021,Car,easy,15.29555318,0.017554665,220.4679453,53.34220048,5.230304156,6.563569839,47.25172953,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.mini.cooper_s_2021,Car,easy,15.54829874,0.014923333,238.0161544,50.54493564,4.626461005,6.284282707,47.68366141,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.nissan.patrol_2021,Car,easy,15.2770146,0.013824298,223.6677059,52.37207951,5.318218508,5.970140841,47.62796206,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.ford.mustang,Car,easy,15.408358,0.017572753,227.9280731,50.709095,4.836679317,6.031877942,47.74214768,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.lincoln.mkz_2020,Car,easy,15.59636125,0.011192254,231.2040014,52.40140244,4.897945883,5.998118029,48.47888339,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.carlamotors.carlacola,Truck,easy,15.73210633,0.023385122,247.6143629,49.64467506,5.210067511,4.473093973,49.22879286,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.tesla.cybertruck,Truck,easy,15.23433605,0.019201216,236.8245684,51.08912346,5.262884698,6.010281869,47.95921945,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.lincoln.mkz_2020,Car,easy,15.05667232,0.011491983,231.7893024,51.34693797,4.848635906,6.811777539,47.60512944,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.nissan.patrol_2021,Car,easy,15.72870951,0.020403287,240.7490639,49.54732318,5.298925996,6.1300583,47.38853188,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.toyota.prius,Car,easy,15.48143041,0.014422028,239.5828332,52.56463963,5.07205637,5.610296919,47.25976354,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.carlamotors.firetruck,Truck,easy,15.29954535,0.018326434,237.4146747,52.82707477,4.578352418,5.260306181,47.34408597,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.vespa.zx125,Motorcycle,easy,15.25278074,0.014599105,235.3591244,49.9230841,5.358235938,4.383572002,47.67945471,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.ford.ambulance,Van,easy,15.3195062,0.012778529,237.1809158,50.89527221,5.372043448,6.111974298,47.40308111,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.tesla.cybertruck,Truck,easy,15.27763406,0.010140929,229.9264846,52.87842746,5.335616832,5.34833581,47.37839436,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.harley-davidson.low_rider,Motorcycle,easy,15.42180149,0.008057896,221.0390188,49.38530591,5.574725198,5.237689576,48.39648292,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.carlamotors.firetruck,Truck,easy,15.27843554,0.007314034,229.7342448,50.3521639,4.430649436,4.722809378,47.13215423,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
